Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Mechanical_Stress,Type_Encoded,Type_H,Type_L,Type_M,Wear_Stress_Index,Failure_Probability,Risk_Category
L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0,8.900000000000034,62184.3,1,False,True,False,2630.4,0.000552598571531838,Low
L,301.7,310.6,1660,28.7,66,0,0,0,0,0,0,8.900000000000034,47642.0,1,False,True,False,1894.2,0.006302619713420069,Low
L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,8.900000000000034,65044.5,1,False,True,False,2862.8,0.00810637972368412,Low
M,301.7,310.6,1380,45.8,70,0,0,0,0,0,0,8.900000000000034,63203.99999999999,2,False,False,True,3206.0,0.035776926849361165,Low
L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,9.0,80316.8,1,False,True,False,4438.4,0.08472845095655539,Low
M,301.6,310.6,1309,65.8,75,1,0,0,1,0,0,9.0,86132.2,2,False,False,True,4935.0,0.9212398914758749,Critical
M,301.7,310.7,1627,31.3,78,0,0,0,0,0,0,9.0,50925.1,2,False,False,True,2441.4,0.0017303412501206339,Low
M,301.6,310.7,1791,23.8,81,0,0,0,0,0,0,9.099999999999966,42625.8,2,False,False,True,1927.8,0.003482702575041654,Low
M,301.7,310.7,1861,21.8,84,0,0,0,0,0,0,9.0,40569.8,2,False,False,True,1831.2,0.003504825950202001,Low
L,301.7,310.7,1493,51.1,87,0,0,0,0,0,0,9.0,76292.3,1,False,True,False,4445.7,0.00777513248399049,Low
M,301.7,310.7,1442,41.1,89,0,0,0,0,0,0,9.0,59266.2,2,False,False,True,3657.9,0.0006415331084596132,Low
L,301.7,310.7,1532,39.8,92,0,0,0,0,0,0,9.0,60973.6,1,False,True,False,3661.6,0.000552598571531838,Low
M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0,9.099999999999966,63092.4,2,False,False,True,4173.599999999999,0.014795271905072077,Low
L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0,9.0,68552.5,1,False,True,False,4122.5,0.0035658508085479714,Low
M,301.7,310.6,1876,22.1,99,0,0,0,0,0,0,8.900000000000034,41459.600000000006,2,False,False,True,2187.9,0.0032882776113678713,Low
L,301.6,310.5,1593,34.5,102,0,0,0,0,0,0,8.899999999999977,54958.5,1,False,True,False,3519.0,0.001392490898655303,Low
L,301.6,310.5,1397,49.4,104,0,0,0,0,0,0,8.899999999999977,69011.8,1,False,True,False,5137.599999999999,0.004163430686509295,Low
M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0,8.899999999999977,69710.2,2,False,False,True,5225.799999999999,0.010246219720945648,Low
M,301.5,310.4,1378,55.3,109,0,0,0,0,0,0,8.899999999999977,76203.4,2,False,False,True,6027.7,0.036218832972119135,Low
L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0,9.0,66611.2,1,False,True,False,5734.400000000001,0.0010807418744961613,Low
M,301.5,310.5,1737,29.3,114,0,0,0,0,0,0,9.0,50894.1,2,False,False,True,3340.2000000000003,0.00306305761954943,Low
L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,9.0,62122.0,1,False,True,False,5206.5,0.005453036488698324,Low
L,301.5,310.5,1534,39.3,119,0,0,0,0,0,0,9.0,60286.2,1,False,True,False,4676.7,0.004117112592841668,Low
M,301.5,310.5,1774,25.5,121,0,0,0,0,0,0,9.0,45237.0,2,False,False,True,3085.5,0.004983706042586706,Low
H,301.5,310.5,1453,48.0,124,0,0,0,0,0,0,9.0,69744.0,0,True,False,False,5952.0,0.030855860690539513,Low
L,301.5,310.5,1453,44.2,129,0,0,0,0,0,0,9.0,64222.600000000006,1,False,True,False,5701.8,0.0007633852648888775,Low
L,301.4,310.5,1380,48.4,131,0,0,0,0,0,0,9.100000000000025,66792.0,1,False,True,False,6340.4,0.0028151113825332363,Low
L,301.4,310.4,1334,43.2,133,0,0,0,0,0,0,9.0,57628.8,1,False,True,False,5745.6,0.009909808693076757,Low
L,301.5,310.5,1702,28.7,135,0,0,0,0,0,0,9.0,48847.4,1,False,True,False,3874.5,0.004211654005871191,Low
L,301.6,310.6,1431,37.5,137,0,0,0,0,0,0,9.0,53662.5,1,False,True,False,5137.5,0.0017536459863520142,Low
M,301.5,310.5,1308,60.5,139,0,0,0,0,0,0,9.0,79134.0,2,False,False,True,8409.5,0.04407632636157015,Low
L,301.5,310.6,1565,43.9,142,0,0,0,0,0,0,9.100000000000025,68703.5,1,False,True,False,6233.8,0.0019354338448444072,Low
M,301.5,310.4,1486,39.6,144,0,0,0,0,0,0,8.899999999999977,58845.6,2,False,False,True,5702.400000000001,0.0008543923805553866,Low
L,301.5,310.5,1479,34.2,147,0,0,0,0,0,0,9.0,50581.8,1,False,True,False,5027.400000000001,0.002597276236115617,Low
L,301.5,310.5,1927,22.4,149,0,0,0,0,0,0,9.0,43164.8,1,False,True,False,3337.6,0.005886381028475131,Low
L,301.5,310.4,1488,41.1,151,0,0,0,0,0,0,8.899999999999977,61156.8,1,False,True,False,6206.1,0.0008795556260405702,Low
M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,8.899999999999977,74115.0,2,False,False,True,8399.699999999999,0.04446495121835705,Low
L,301.6,310.4,1561,35.3,156,0,0,0,0,0,0,8.799999999999955,55103.3,1,False,True,False,5506.799999999999,0.0015965424852577104,Low
M,301.5,310.4,1276,55.6,158,0,0,0,0,0,0,8.899999999999977,70945.6,2,False,False,True,8784.800000000001,0.025611359235965123,Low
H,301.5,310.4,1580,35.7,161,0,0,0,0,0,0,8.899999999999977,56406.00000000001,0,True,False,False,5747.700000000001,0.0033309211375556038,Low
M,301.4,310.3,1610,29.1,166,0,0,0,0,0,0,8.900000000000034,46851.0,2,False,False,True,4830.6,0.056348540484354004,Low
L,301.4,310.3,2203,16.6,169,0,0,0,0,0,0,8.900000000000034,36569.8,1,False,True,False,2805.4,0.004505554447461698,Low
L,301.4,310.3,1639,32.7,171,0,0,0,0,0,0,8.900000000000034,53595.3,1,False,True,False,5591.700000000001,0.004139130786147756,Low
M,301.4,310.4,1553,44.7,173,0,0,0,0,0,0,9.0,69419.1,2,False,False,True,7733.1,0.005649096790242117,Low
L,301.4,310.3,1374,47.6,176,0,0,0,0,0,0,8.900000000000034,65402.4,1,False,True,False,8377.6,0.025767486993555893,Low
L,301.4,310.4,1430,50.9,178,0,0,0,0,0,0,9.0,72787.0,1,False,True,False,9060.2,0.0025358941878113007,Low
L,301.3,310.3,1626,31.3,180,0,0,0,0,0,0,9.0,50893.8,1,False,True,False,5634.0,0.004929077843648623,Low
H,301.4,310.5,1421,43.8,182,0,0,0,0,0,0,9.100000000000025,62239.8,0,True,False,False,7971.599999999999,0.003643541984048151,Low
M,301.3,310.4,1501,39.8,187,0,0,0,0,0,0,9.099999999999966,59739.8,2,False,False,True,7442.599999999999,0.004311282614424922,Low
M,301.3,310.4,2093,18.7,190,0,0,0,0,0,0,9.099999999999966,39139.1,2,False,False,True,3553.0,0.009602143921603322,Low
L,301.3,310.4,1504,47.2,193,0,0,0,0,0,0,9.099999999999966,70988.8,1,False,True,False,9109.6,0.0028273689915670895,Low
L,301.3,310.4,1538,38.4,195,0,0,0,0,0,0,9.099999999999966,59059.2,1,False,True,False,7488.0,0.003134759623938205,Low
L,301.3,310.4,1440,41.5,197,0,0,0,0,0,0,9.099999999999966,59760.0,1,False,True,False,8175.5,0.0024004490393279843,Low
L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0,9.099999999999966,72679.59999999999,1,False,True,False,10228.6,0.011363824645824638,Low
H,301.4,310.5,1536,39.9,201,0,0,0,0,0,0,9.100000000000025,61286.4,0,True,False,False,8019.9,0.010379703100055634,Low
L,301.4,310.5,1476,39.2,206,0,0,0,0,0,0,9.100000000000025,57859.2,1,False,True,False,8075.200000000001,0.33069636952160364,Medium
L,301.4,310.5,1571,33.9,208,0,0,0,0,0,0,9.100000000000025,53256.9,1,False,True,False,7051.2,0.23125932749380648,Low
L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0,9.100000000000025,40359.6,1,False,True,False,4242.0,0.1583537317946006,Low
L,301.5,310.6,1357,42.1,212,0,0,0,0,0,0,9.100000000000025,57129.7,1,False,True,False,8925.2,0.1591446898160015,Low
L,301.6,310.7,1424,50.5,214,0,0,0,0,0,0,9.099999999999966,71912.0,1,False,True,False,10807.0,0.18389284556102453,Low
L,301.6,310.7,1380,51.8,216,1,0,0,0,1,0,9.099999999999966,71484.0,1,False,True,False,11188.8,0.9229111655611776,Critical
L,301.5,310.7,1618,35.5,218,0,0,0,0,0,0,9.199999999999989,57439.0,1,False,True,False,7739.0,0.5723982515047141,High
L,301.5,310.6,1579,28.0,220,0,0,0,0,0,0,9.100000000000025,44212.0,1,False,True,False,6160.0,0.2699486840743715,Medium
L,301.5,310.7,1423,44.0,222,0,0,0,0,0,0,9.199999999999989,62612.0,1,False,True,False,9768.0,0.2123235540453292,Low
L,301.5,310.7,1435,38.5,224,0,0,0,0,0,0,9.199999999999989,55247.5,1,False,True,False,8624.0,0.34970088588882886,Medium
M,301.5,310.7,1336,65.6,0,1,0,0,1,0,0,9.199999999999989,87641.59999999999,2,False,False,True,0.0,0.9434929829525772,Critical
L,301.6,310.8,1392,42.4,3,0,0,0,0,0,0,9.199999999999989,59020.8,1,False,True,False,127.2,0.006448058257971658,Low
L,301.5,310.8,1417,49.7,5,0,0,0,0,0,0,9.300000000000011,70424.90000000001,1,False,True,False,248.5,0.02733913396665599,Low
L,301.4,310.7,1425,45.1,7,0,0,0,0,0,0,9.300000000000011,64267.5,1,False,True,False,315.7,0.03192029404727431,Low
L,301.5,310.8,1512,38.9,9,0,0,0,0,0,0,9.300000000000011,58816.8,1,False,True,False,350.1,0.0022330137910998387,Low
L,301.5,310.9,1318,50.6,11,0,0,0,0,0,0,9.399999999999975,66690.8,1,False,True,False,556.6,0.008389018482649608,Low
L,301.6,310.9,1538,40.4,13,0,0,0,0,0,0,9.299999999999956,62135.2,1,False,True,False,525.1999999999999,0.0022330137910998387,Low
L,301.6,310.9,1532,43.6,15,0,0,0,0,0,0,9.299999999999956,66795.2,1,False,True,False,654.0,0.0055670255675014865,Low
L,301.7,311.0,1715,24.8,17,0,0,0,0,0,0,9.300000000000011,42532.0,1,False,True,False,421.6,0.006042145454867452,Low
L,301.7,311.0,1700,28.7,19,0,0,0,0,0,0,9.300000000000011,48790.0,1,False,True,False,545.3,0.004633370869845433,Low
L,301.7,311.0,1548,40.3,21,0,0,0,0,0,0,9.300000000000011,62384.4,1,False,True,False,846.3,0.0022330137910998387,Low
L,301.7,311.0,1546,43.0,23,0,0,0,0,0,0,9.300000000000011,66478.0,1,False,True,False,989.0,0.0035731652847649266,Low
L,301.7,311.0,1343,49.2,25,0,0,0,0,0,0,9.300000000000011,66075.6,1,False,True,False,1230.0,0.028057794923654834,Low
M,301.7,311.0,1510,47.8,27,0,0,0,0,0,0,9.300000000000011,72178.0,2,False,False,True,1290.6,0.02642259734048215,Low
M,301.8,311.0,1839,23.6,30,0,0,0,0,0,0,9.199999999999989,43400.4,2,False,False,True,708.0,0.005405422906560947,Low
M,301.8,311.0,1756,26.7,33,0,0,0,0,0,0,9.199999999999989,46885.2,2,False,False,True,881.1,0.005405422906560947,Low
M,301.7,310.9,1300,62.7,36,0,0,0,0,0,0,9.199999999999989,81510.0,2,False,False,True,2257.2000000000003,0.08459054098012973,Low
M,301.7,311.0,1311,55.8,39,0,0,0,0,0,0,9.300000000000011,73153.8,2,False,False,True,2176.2,0.032678276987276586,Low
L,301.7,310.9,1636,31.3,42,0,0,0,0,0,0,9.199999999999989,51206.8,1,False,True,False,1314.6,0.0007801186352558867,Low
L,301.6,310.9,1643,34.1,44,0,0,0,0,0,0,9.299999999999956,56026.3,1,False,True,False,1500.4,0.00031029345958054447,Low
L,301.6,310.8,1418,44.7,46,0,0,0,0,0,0,9.199999999999989,63384.600000000006,1,False,True,False,2056.2000000000003,0.012061388968560878,Low
M,301.7,310.8,1516,40.4,48,0,0,0,0,0,0,9.100000000000025,61246.4,2,False,False,True,1939.2,0.00017831863537053286,Low
H,301.6,310.9,1419,50.2,51,0,0,0,0,0,0,9.299999999999956,71233.8,0,True,False,False,2560.2000000000003,0.02983615478328565,Low
L,301.6,310.9,1623,34.1,56,0,0,0,0,0,0,9.299999999999956,55344.3,1,False,True,False,1909.6,0.00031029345958054447,Low
M,301.6,310.8,1664,32.0,58,0,0,0,0,0,0,9.199999999999989,53248.0,2,False,False,True,1856.0,0.0006481438110458751,Low
M,301.5,310.7,1744,28.2,61,0,0,0,0,0,0,9.199999999999989,49180.8,2,False,False,True,1720.2,0.004353028821435007,Low
M,301.5,310.7,1510,36.0,64,0,0,0,0,0,0,9.199999999999989,54360.0,2,False,False,True,2304.0,0.0022494001316726523,Low
M,301.5,310.6,1382,58.1,67,0,0,0,0,0,0,9.100000000000025,80294.2,2,False,False,True,3892.7,0.040532024669501905,Low
L,301.4,310.6,1381,46.1,70,0,0,0,0,0,0,9.200000000000044,63664.1,1,False,True,False,3227.0,0.006192832662848268,Low
L,301.3,310.6,1556,39.0,72,0,0,0,0,0,0,9.300000000000011,60684.0,1,False,True,False,2808.0,0.000521080152937584,Low
M,301.4,310.6,1464,37.4,74,0,0,0,0,0,0,9.200000000000044,54753.6,2,False,False,True,2767.6,0.0003891053287275724,Low
L,301.4,310.6,1481,37.6,77,0,0,0,0,0,0,9.200000000000044,55685.6,1,False,True,False,2895.2000000000003,0.000521080152937584,Low
L,301.5,310.7,1323,49.7,79,0,0,0,0,0,0,9.199999999999989,65753.1,1,False,True,False,3926.3,0.009377180459437884,Low
L,301.5,310.7,1426,46.1,81,0,0,0,0,0,0,9.199999999999989,65738.6,1,False,True,False,3734.1,0.02225039890515796,Low
H,301.4,310.7,1516,36.4,83,0,0,0,0,0,0,9.300000000000011,55182.4,0,True,False,False,3021.2,0.002381374955882664,Low
L,301.3,310.6,1416,45.2,88,0,0,0,0,0,0,9.300000000000011,64003.2,1,False,True,False,3977.6,0.02529755394055412,Low
L,301.3,310.6,1440,53.8,90,0,0,0,0,0,0,9.300000000000011,77472.0,1,False,True,False,4842.0,0.008156897147771047,Low
L,301.3,310.6,1576,30.4,92,0,0,0,0,0,0,9.300000000000011,47910.4,1,False,True,False,2796.8,0.008770222033977591,Low
L,301.3,310.6,1387,53.6,94,0,0,0,0,0,0,9.300000000000011,74343.2,1,False,True,False,5038.400000000001,0.010916953019628304,Low
M,301.4,310.6,1464,48.6,96,0,0,0,0,0,0,9.200000000000044,71150.40000000001,2,False,False,True,4665.6,0.004768203100386908,Low
L,301.4,310.6,2137,18.0,99,0,0,0,0,0,0,9.200000000000044,38466.0,1,False,True,False,1782.0,0.006405385532645168,Low
M,301.4,310.6,1431,40.6,101,0,0,0,0,0,0,9.200000000000044,58098.6,2,False,False,True,4100.6,0.002870432106770089,Low
L,301.3,310.6,1458,48.0,104,0,0,0,0,0,0,9.300000000000011,69984.0,1,False,True,False,4992.0,0.0034419281329903816,Low
L,301.4,310.7,1280,61.0,106,0,0,0,0,0,0,9.300000000000011,78080.0,1,False,True,False,6466.0,0.04017416248847316,Low
L,301.4,310.7,1657,28.7,108,0,0,0,0,0,0,9.300000000000011,47555.9,1,False,True,False,3099.6,0.007291503770647431,Low
M,301.4,310.6,1565,36.1,110,0,0,0,0,0,0,9.200000000000044,56496.5,2,False,False,True,3971.0,0.0003891053287275724,Low
L,301.3,310.6,1560,36.8,113,0,0,0,0,0,0,9.300000000000011,57407.99999999999,1,False,True,False,4158.4,0.000521080152937584,Low
M,301.5,310.7,1359,47.1,115,0,0,0,0,0,0,9.199999999999989,64008.9,2,False,False,True,5416.5,0.013593729406560666,Low
L,301.5,310.8,1500,41.0,118,0,0,0,0,0,0,9.300000000000011,61500.0,1,False,True,False,4838.0,0.00031029345958054447,Low
L,301.5,310.8,1785,25.5,120,0,0,0,0,0,0,9.300000000000011,45517.5,1,False,True,False,3060.0,0.003822696734364919,Low
L,301.5,310.9,1891,23.2,122,0,0,0,0,0,0,9.399999999999975,43871.2,1,False,True,False,2830.4,0.0025460743316163786,Low
H,301.5,310.9,1524,40.4,124,0,0,0,0,0,0,9.399999999999975,61569.6,0,True,False,False,5009.599999999999,0.0009939930913979323,Low
M,301.6,311.0,1431,42.3,129,0,0,0,0,0,0,9.399999999999975,60531.3,2,False,False,True,5456.7,0.0019830486852572635,Low
L,301.6,310.9,1385,51.2,132,0,0,0,0,0,0,9.299999999999956,70912.0,1,False,True,False,6758.400000000001,0.01397880493558165,Low
L,301.7,311.0,1503,44.8,134,0,0,0,0,0,0,9.300000000000011,67334.4,1,False,True,False,6003.2,0.0013565839561029318,Low
M,301.7,311.0,1311,46.8,136,0,0,0,0,0,0,9.300000000000011,61354.8,2,False,False,True,6364.799999999999,0.014755357077718976,Low
M,301.6,310.9,1575,40.1,139,0,0,0,0,0,0,9.299999999999956,63157.5,2,False,False,True,5573.900000000001,0.0004013005752470536,Low
L,301.6,311.0,1485,40.1,142,0,0,0,0,0,0,9.399999999999975,59548.5,1,False,True,False,5694.2,0.00031029345958054447,Low
L,301.7,311.0,1527,42.2,144,0,0,0,0,0,0,9.300000000000011,64439.4,1,False,True,False,6076.8,0.0056717488213165025,Low
M,301.7,311.0,1537,33.5,146,0,0,0,0,0,0,9.300000000000011,51489.5,2,False,False,True,4891.0,0.001445244488972926,Low
H,301.8,311.1,1463,50.1,149,0,0,0,0,0,0,9.300000000000011,73296.3,0,True,False,False,7464.900000000001,0.007064277348231177,Low
L,301.7,311.2,1482,43.6,154,0,0,0,0,0,0,9.5,64615.2,1,False,True,False,6714.400000000001,0.003423814290932585,Low
L,301.8,311.2,1417,55.9,156,0,0,0,0,0,0,9.399999999999975,79210.3,1,False,True,False,8720.4,0.043128468056075925,Low
M,301.7,311.1,1506,39.5,158,0,0,0,0,0,0,9.400000000000034,59487.0,2,False,False,True,6241.0,0.0005174709363987461,Low
H,301.7,311.2,1639,30.0,161,0,0,0,0,0,0,9.5,49170.0,0,True,False,False,4830.0,0.005178974048468077,Low
L,301.7,311.2,1418,38.0,166,0,0,0,0,0,0,9.5,53884.0,1,False,True,False,6308.0,0.0015113408744007212,Low
M,301.7,311.0,1298,58.1,168,0,0,0,0,0,0,9.300000000000011,75413.8,2,False,False,True,9760.8,0.10012451859210436,Low
M,301.8,311.1,1395,44.6,171,0,0,0,0,0,0,9.300000000000011,62217.0,2,False,False,True,7626.6,0.007890888523843275,Low
M,301.7,311.1,1578,40.5,174,0,0,0,0,0,0,9.400000000000034,63909.0,2,False,False,True,7047.0,0.003646796230809106,Low
M,301.8,311.1,1597,29.8,177,0,0,0,0,0,0,9.300000000000011,47590.6,2,False,False,True,5274.6,0.03605535407934681,Low
H,301.7,311.0,2016,19.3,180,0,0,0,0,0,0,9.300000000000011,38908.8,0,True,False,False,3474.0,0.00561332976878475,Low
L,301.7,311.0,1585,35.9,185,0,0,0,0,0,0,9.300000000000011,56901.5,1,False,True,False,6641.5,0.00370176923885024,Low
M,301.7,311.0,1505,44.0,187,0,0,0,0,0,0,9.300000000000011,66220.0,2,False,False,True,8228.0,0.0042580949165552055,Low
M,301.7,311.0,1505,37.1,190,0,0,0,0,0,0,9.300000000000011,55835.5,2,False,False,True,7049.0,0.0047915225143777655,Low
L,301.6,310.9,1706,29.5,193,0,0,0,0,0,0,9.299999999999956,50327.0,1,False,True,False,5693.5,0.007266634817693427,Low
L,301.6,310.9,1385,50.7,195,0,0,0,0,0,0,9.299999999999956,70219.5,1,False,True,False,9886.5,0.029538588834381936,Low
L,301.8,311.1,1495,36.9,197,0,0,0,0,0,0,9.300000000000011,55165.5,1,False,True,False,7269.299999999999,0.00876900351045072,Low
M,301.8,311.1,1663,31.6,199,0,0,0,0,0,0,9.300000000000011,52550.8,2,False,False,True,6288.400000000001,0.006004831601633611,Low
L,301.8,311.2,1840,26.6,202,0,0,0,0,0,0,9.399999999999975,48944.0,1,False,True,False,5373.200000000001,0.017486929864435487,Low
L,301.8,311.2,1822,26.2,204,0,0,0,0,0,0,9.399999999999975,47736.4,1,False,True,False,5344.8,0.07153310155639422,Low
L,301.7,311.1,1644,32.8,206,0,0,0,0,0,0,9.400000000000034,53923.2,1,False,True,False,6756.799999999999,0.21526583937312815,Low
L,301.7,311.0,1441,44.3,208,1,1,0,0,0,0,9.300000000000011,63836.3,1,False,True,False,9214.4,0.623327488715391,High
L,301.5,310.9,1451,40.6,0,0,0,0,0,0,0,9.399999999999975,58910.6,1,False,True,False,0.0,0.0022330137910998387,Low
L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0,9.399999999999975,71120.0,1,False,True,False,101.6,0.021465228588676145,Low
L,301.4,310.8,1362,53.2,4,0,0,0,0,0,0,9.400000000000034,72458.40000000001,1,False,True,False,212.8,0.009273803720047546,Low
M,301.4,310.8,1782,26.5,6,0,0,0,0,0,0,9.400000000000034,47223.0,2,False,False,True,159.0,0.005405422906560947,Low
L,301.4,310.9,1536,38.3,9,0,0,0,0,0,0,9.5,58828.8,1,False,True,False,344.7,0.0022330137910998387,Low
L,301.5,310.9,1580,32.3,11,0,0,0,0,0,0,9.399999999999975,51033.99999999999,1,False,True,False,355.29999999999995,0.0027028389667751807,Low
M,301.4,311.0,1427,43.2,13,0,0,0,0,0,0,9.600000000000025,61646.4,2,False,False,True,561.6,0.005814000101482718,Low
L,301.3,310.9,1509,41.7,16,0,0,0,0,0,0,9.599999999999966,62925.3,1,False,True,False,667.2,0.0022330137910998387,Low
H,301.3,310.8,1434,39.5,18,0,0,0,0,0,0,9.5,56643.0,0,True,False,False,711.0,0.008580396763105645,Low
L,301.2,310.8,1392,52.6,23,0,0,0,0,0,0,9.600000000000025,73219.2,1,False,True,False,1209.8,0.01388205964622215,Low
M,301.3,310.8,1509,40.1,25,0,0,0,0,0,0,9.5,60510.9,2,False,False,True,1002.5,0.00010717868415326642,Low
M,301.2,310.7,1962,22.5,28,0,0,0,0,0,0,9.5,44145.0,2,False,False,True,630.0,0.00722651492575343,Low
L,301.3,310.7,1536,39.3,31,0,0,0,0,0,0,9.399999999999975,60364.8,1,False,True,False,1218.3,0.0023102350046653977,Low
L,301.3,310.8,1381,47.9,33,0,0,0,0,0,0,9.5,66149.9,1,False,True,False,1580.7,0.014977606116148219,Low
H,301.2,310.7,1747,27.3,35,0,0,0,0,0,0,9.5,47693.1,0,True,False,False,955.5,0.006694710310861964,Low
L,301.2,310.6,1670,30.0,40,0,0,0,0,0,0,9.400000000000034,50100.0,1,False,True,False,1200.0,0.0016325324366054073,Low
L,301.3,310.6,1451,47.5,42,0,0,0,0,0,0,9.300000000000011,68922.5,1,False,True,False,1995.0,0.009413691639848015,Low
L,301.2,310.7,1951,21.3,44,0,0,0,0,0,0,9.5,41556.3,1,False,True,False,937.2,0.007429629701180709,Low
M,301.3,310.7,1819,25.5,46,0,0,0,0,0,0,9.399999999999975,46384.5,2,False,False,True,1173.0,0.005761803406457027,Low
M,301.3,310.8,1372,54.2,49,0,0,0,0,0,0,9.5,74362.40000000001,2,False,False,True,2655.8,0.01703805900076408,Low
L,301.3,310.8,1560,38.5,52,0,0,0,0,0,0,9.5,60060.0,1,False,True,False,2002.0,0.00031029345958054447,Low
M,301.3,310.8,1494,35.3,54,0,0,0,0,0,0,9.5,52738.2,2,False,False,True,1906.2,0.00017831863537053286,Low
L,301.3,310.8,1531,53.4,57,0,0,0,0,0,0,9.5,81755.4,1,False,True,False,3043.8,0.007624557616698897,Low
L,301.3,310.8,1450,46.9,59,0,0,0,0,0,0,9.5,68005.0,1,False,True,False,2767.1,0.02062011485398891,Low
M,301.3,310.7,1391,52.5,61,0,0,0,0,0,0,9.399999999999975,73027.5,2,False,False,True,3202.5,0.013785914189278135,Low
L,301.2,310.6,1389,45.3,64,0,0,0,0,0,0,9.400000000000034,62921.7,1,False,True,False,2899.2,0.011981336990666025,Low
L,301.2,310.6,1409,50.9,66,0,0,0,0,0,0,9.400000000000034,71718.09999999999,1,False,True,False,3359.4,0.016239266656231315,Low
H,301.1,310.6,1388,58.5,68,0,0,0,0,0,0,9.5,81198.0,0,True,False,False,3978.0,0.03569453082767181,Low
M,301.1,310.6,1410,43.9,73,0,0,0,0,0,0,9.5,61899.0,2,False,False,True,3204.7,0.004754743358402144,Low
M,301.1,310.5,1646,30.7,76,0,0,0,0,0,0,9.399999999999975,50532.2,2,False,False,True,2333.2,0.0008589305044029147,Low
M,301.1,310.7,2219,16.7,79,0,0,0,0,0,0,9.599999999999966,37057.3,2,False,False,True,1319.3,0.008247914404822811,Low
L,301.2,310.7,1551,41.2,82,0,0,0,0,0,0,9.5,63901.2,1,False,True,False,3378.4,0.003863291897340424,Low
L,301.2,310.6,1811,24.0,84,0,0,0,0,0,0,9.400000000000034,43464.0,1,False,True,False,2016.0,0.004033483427721959,Low
L,301.3,310.7,1608,31.4,86,0,0,0,0,0,0,9.399999999999975,50491.2,1,False,True,False,2700.4,0.0028512001315580066,Low
L,301.3,310.8,1428,55.2,88,0,0,0,0,0,0,9.5,78825.6,1,False,True,False,4857.6,0.01877614650628279,Low
L,301.4,310.8,1477,50.4,90,0,0,0,0,0,0,9.400000000000034,74440.8,1,False,True,False,4536.0,0.005125260216947186,Low
M,301.3,310.7,1300,58.3,92,0,0,0,0,0,0,9.399999999999975,75790.0,2,False,False,True,5363.599999999999,0.026470033397684313,Low
M,301.2,310.7,1615,34.9,95,0,0,0,0,0,0,9.5,56363.5,2,False,False,True,3315.5,0.0022494001316726523,Low
L,301.2,310.7,1676,32.4,98,0,0,0,0,0,0,9.5,54302.4,1,False,True,False,3175.2,0.0030592194666712604,Low
M,301.1,310.7,2636,12.2,100,1,0,0,1,0,0,9.599999999999966,32159.2,2,False,False,True,1220.0,0.985,Critical
M,301.1,310.6,1310,48.8,103,0,0,0,0,0,0,9.5,63927.99999999999,2,False,False,True,5026.4,0.0016298223141415452,Low
